customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_a,internet_service,internet_service_a,contract_type,contract_type_a,payment_type,monthly_charges,total_charges,churn,is_female,has_churned,has_phone,has_internet,has_phone_has_internet,partner_dependents,tenure,start_date,avg_monthly_charges
0032-PGELS,Female,0,Yes,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),30.5,30.5,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,3,1,20210712,30.5
0036-IHMOT,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,1,1 Year,Bank transfer (automatic),103.7,5656.75,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,55,20170125,103.7
0040-HALCW,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Credit card (automatic),20.4,1090.6,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,53,20170227,20.4
0042-JVWOJ,Male,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.6,471.85,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,24,20190810,19.6
0042-RLHYP,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.7,1396.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,71,20150916,19.7
0048-LUMLS,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,1,1 Year,Credit card (automatic),91.2,3247.55,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,36,20180824,91.2
0048-PIHNL,Female,0,Yes,No,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),20.45,900.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,44,20171211,20.45
0052-DCKON,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),115.8,7942.15,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,69,20151125,115.8
0052-YNYOT,Female,0,No,No,1,One Line,0,No Internet Service,1,1 Year,Electronic check,20.55,1343.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,65,20160302,20.55
0056-EPFBG,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,2 Year,Credit card (automatic),39.4,825.4,No,FALSE,FALSE,FALSE,FALSE,FALSE,3,21,20191113,39.4
0057-QBUQH,Female,0,No,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Electronic check,25.1,1070.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,2,43,20180123,25.1
0058-EVZWM,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.8,4959.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,55,20170105,89.8
0060-FUALY,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,94.75,5597.65,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,59,20160910,94.75
0064-SUDOG,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),20.3,224.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,11,20200909,20.3
0064-YIJGF,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),75.75,1929,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,25,20190629,75.75
0067-DKWBL,Male,1,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,49.25,91.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,20210616,49.25
0068-FIGTF,Female,0,No,No,1,One Line,1,DSL,1,1 Year,Mailed check,78.2,2078.95,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,27,20190526,78.2
0071-NDAFP,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),25.5,630.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,25,20190721,25.5
0074-HDKDG,Male,0,Yes,Yes,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),61.6,1611,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,26,20190608,61.6
0076-LVEPS,Male,0,No,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,45,1242.45,No,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,20190425,45
0078-XZMHT,Male,0,Yes,No,2,Two or More Lines,1,DSL,2,2 Year,Bank transfer (automatic),85.15,6316.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,74,20150608,85.15
0080-EMYVY,Female,0,No,No,1,One Line,1,DSL,1,1 Year,Credit card (automatic),51.45,727.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,14,20200607,51.45
0080-OROZO,Female,0,No,No,1,One Line,2,Fiber Optic,1,1 Year,Electronic check,99.25,3532,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,36,20180825,99.25
0082-LDZUE,Male,0,No,No,1,One Line,1,DSL,0,Month-to-Month,Mailed check,44.3,44.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,20210712,44.3
0082-OQIQY,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,94.2,2607.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,28,20190423,94.2
0083-PIVIK,Male,0,No,No,2,Two or More Lines,1,DSL,1,1 Year,Electronic check,81.25,5567.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,69,20151127,81.25
0089-IIQKO,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),99.95,3767.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,38,20180622,99.95
0093-EXYQL,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,91.55,3673.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,40,20180409,91.55
0093-XWZFY,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),104.5,4036.85,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,39,20180524,104.5
0094-OIFMO,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,95,1120.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20200818,95
0096-BXERS,Female,0,Yes,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,50.35,314.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,6,20210202,50.35
0096-FCPUF,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Mailed check,64.5,1888.45,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,29,20190305,64.5
0098-BOWSO,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,19.4,529.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,27,20190504,19.4
0100-DUVFC,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Electronic check,104.8,7308.95,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,70,20151021,104.8
0103-CSITQ,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),109.4,6252.7,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,57,20161107,109.4
0104-PPXDV,Male,0,Yes,No,1,One Line,1,DSL,1,1 Year,Credit card (automatic),50.3,2878.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,57,20161105,50.3
0106-GHRQR,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Bank transfer (automatic),71.4,1212.1,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,17,20200313,71.4
0106-UGRDO,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,116,8182.85,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,71,20150927,116
0107-WESLM,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,19.85,19.85,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,20210712,19.85
0107-YHINA,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,99.75,99.75,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,1,20210712,99.75
0111-KLBQG,Male,1,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,93.95,2861.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,30,20190128,93.95
0112-QAWRZ,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),90.8,1442.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,16,20200415,90.8
0112-QWPNC,Male,0,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Electronic check,84.35,4059.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,48,20170809,84.35
0114-IGABW,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),58.25,4145.9,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,71,20150908,58.25
0114-PEGZZ,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,107.55,3645.5,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,34,20181016,107.55
0114-RSRRW,Female,0,Yes,No,1,One Line,0,No Internet Service,0,Month-to-Month,Bank transfer (automatic),19.95,187.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,9,20201029,19.95
0115-TFERT,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,111.2,2317.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,21,20191117,111.2
0117-LFRMW,Male,0,Yes,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),40.2,1448.8,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,3,36,20180811,40.2
0118-JPNOY,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.8,2193.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,26,20190626,85.8
0121-SNYRK,Male,0,No,No,0,No Phone Service,1,DSL,1,1 Year,Mailed check,35.4,1748.9,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,49,20170701,35.4
0122-OAHPZ,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,73.85,511.25,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,7,20210113,73.85
0123-CRBRT,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Mailed check,88.1,5526.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,63,20160521,88.1
0125-LZQXK,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,101.35,1553.95,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,15,20200502,101.35
0128-MKWSG,Female,0,No,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,45.8,1147,No,TRUE,FALSE,FALSE,TRUE,FALSE,2,25,20190712,45.8
0129-KPTWJ,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,94.65,6747.35,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,71,20150904,94.65
0129-QMPDR,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),20.5,865.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,42,20180205,20.5
0130-SXOUN,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),89.4,5976.9,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,67,20160117,89.4
0133-BMFZO,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,86.25,181.65,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,20210608,86.25
0134-XWXCE,Female,1,No,No,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),74.85,3268.05,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,44,20171222,74.85
0135-NMXAP,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.75,1052.4,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20200820,89.75
0136-IFMYD,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,109.95,7634.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,69,20151031,109.95
0137-OCGAB,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Mailed check,80.2,80.2,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,20210712,80.2
0137-UDEUO,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.85,63.75,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,3,20210506,19.85
0139-IVFJG,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,90.35,190.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,2,20210608,90.35
0141-YEAYS,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),86.45,2401.05,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,28,20190420,86.45
0142-GVYSN,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,20.3,511.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,25,20190707,20.3
0147-ESWWR,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,101.25,3949.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,39,20180513,101.25
0148-DCDOS,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),94.7,2362.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,25,20190715,94.7
0151-ONTOV,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,70.9,70.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210712,70.9
0156-FVPTA,Male,0,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,54.2,1152.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,21,20191104,54.2
0164-APGRB,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,114.9,8496.7,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,74,20150615,114.9
0164-XAIRP,Female,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.55,470.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,24,20190811,19.55
0168-XZKBB,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,86.85,1564.4,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,18,20200211,86.85
0174-QRVVY,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),25.35,1847.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,73,20150718,25.35
0177-PXBAT,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),109.9,3694.7,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,34,20181024,109.9
0178-CIIKR,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.95,58,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,3,20210515,19.95
0178-SZBHO,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,87.2,4017.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,46,20171010,87.2
0181-RITDD,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,2,2 Year,Mailed check,108.15,6825.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,63,20160510,108.15
0186-CAERR,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),116.3,8309.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,71,20150830,116.3
0187-QSXOE,Male,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,89,605.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,7,20210117,89
0187-WZNAB,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,74.4,1972.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,27,20190528,74.4
0188-GWFLE,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.05,33.7,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,2,20210621,20.05
0191-EQUUH,Female,0,No,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),35.05,844.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,2,24,20190810,35.05
0191-ZHSKZ,Male,1,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,74.75,2111.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,28,20190405,74.75
0193-ESZXP,Female,1,Yes,No,1,One Line,2,Fiber Optic,1,1 Year,Credit card (automatic),105.5,6205.5,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,59,20160917,105.5
0195-IESCP,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,85.25,855.3,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,10,20201010,85.25
0196-JTUQI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),75.2,633.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,8,20201128,75.2
0196-VULGZ,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,84.35,474.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,6,20210221,84.35
0197-PNKNK,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),84.45,5848.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,69,20151105,84.45
0201-MIBOL,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),102.4,6471.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,63,20160507,102.4
0201-OAMXR,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),115.55,8127.6,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,70,20151003,115.55
0203-HHYIJ,Male,0,No,No,2,Two or More Lines,0,No Internet Service,1,1 Year,Bank transfer (automatic),25.3,676.35,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,27,20190521,25.3
0206-OYVOC,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.25,864.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,45,20171115,19.25
0206-TBWLC,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Mailed check,114.65,6049.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,53,20170321,114.65
0207-MDKNV,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,105.1,1582.75,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,15,20200510,105.1
0208-BPQEJ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Bank transfer (automatic),19.4,198.1,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,10,20201005,19.4
0212-ISBBF,Female,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,50.35,1098.85,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,22,20191018,50.35
0214-JHPFW,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),57.8,4039.3,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,70,20151017,57.8
0215-BQKGS,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),84.3,2438.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,29,20190316,84.3
0218-QNVAS,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),100.55,7113.75,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,71,20150921,100.55
0219-QAERP,Male,0,Yes,No,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),19.8,576.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,29,20190310,19.8
0219-YTZUE,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),84.8,371.9,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,4,20210331,84.8
0220-EBGCE,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,85.85,167.3,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,20210613,85.85
0221-NAUXK,Male,0,No,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.95,219.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,11,20200911,19.95
0221-WMXNQ,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,75.35,273.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,4,20210423,75.35
0222-CNVPT,Male,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Credit card (automatic),48.8,2555.05,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,52,20170402,48.8
0224-HJAPT,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,47.15,223.15,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,5,20210321,47.15
0224-NIJLP,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,20.15,165.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,8,20201205,20.15
0224-RLWWD,Female,1,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,44.3,89.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,2,20210611,44.3
0225-ZORZP,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,84.3,235.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3,20210519,84.3
0228-MAUWC,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,59.55,1144.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,19,20200105,59.55
